GRD_INSPIR_100;RAHVAARV_KOKKU;RAHVAARV_ELUHOONES;RAHVAARV_KESKUSES
100mN65952E05498;2;2;0
100mN65953E05499;9;9;0
100mN65909E05499;512;512;0
100mN65911E05499;13;13;0
100mN65911E05493;19;19;0
100mN65927E05475;25;25;0
100mN65928E05474;14;14;0
100mN65929E05473;17;17;0
100mN65930E05476;30;30;0
100mN65952E05476;21;21;0
100mN65952E05473;22;22;0
100mN65956E05469;21;21;0
100mN65913E05493;38;38;0
100mN65914E05492;18;18;0
100mN65930E05477;25;25;0
100mN65934E05476;4;4;0
100mN65956E05470;25;25;0
100mN65955E05474;17;17;0
100mN65913E05498;24;24;0
100mN65913E05499;28;28;0
100mN65914E05499;47;47;0
100mN65914E05491;20;20;0
100mN65941E05476;3;3;0
100mN65945E05491;8;8;0
100mN65916E05493;19;19;0
100mN65941E05483;1;1;0
100mN65932E05500;19;19;0
100mN65931E05499;7;7;0
100mN65933E05498;10;10;0
100mN65942E05498;1;1;0
100mN65948E05489;6;6;0
100mN65947E05491;10;10;0
100mN65904E05483;151;151;0
100mN65903E05414;119;119;0
100mN65899E05464;7;7;0
100mN65903E05461;4;4;0
100mN65910E05466;38;38;0
100mN65909E05466;4;4;0
100mN65898E05494;445;445;0
100mN65899E05495;500;500;0
100mN65903E05493;260;260;0
100mN65911E05472;14;14;0
100mN65913E05468;20;20;0
100mN65913E05474;22;22;0
100mN65910E05484;11;11;0
100mN65913E05482;2;2;0
100mN65914E05479;11;11;0
100mN65906E05497;1248;1248;0
100mN65918E05480;2;2;0
100mN65910E05485;5;5;0
100mN65913E05485;13;13;0
100mN65912E05487;12;12;0
100mN65913E05489;9;9;0
100mN65907E05497;354;354;0
100mN65904E05494;95;95;0
100mN65916E05396;36;36;0
100mN65913E05464;16;16;0
100mN65914E05464;11;11;0
100mN65901E05421;73;73;0
100mN65902E05421;187;187;0
100mN65904E05406;201;201;0
100mN65806E06944;54;54;0
100mN65804E06946;15;15;0
100mN65805E06946;25;25;0
100mN65806E06946;2;2;0
100mN65809E06941;27;27;0
100mN65810E06941;89;89;0
100mN65811E06942;13;13;0
100mN65812E06942;44;44;0
100mN65812E06944;5;5;0
100mN65808E06946;110;110;0
100mN65810E06946;14;14;0
100mN65810E06947;4;4;0
100mN65811E06946;38;27;11
100mN65812E06856;6;6;0
100mN65805E06859;3;3;0
100mN65809E06951;5;5;0
100mN65810E06951;18;18;0
100mN65810E06953;38;38;0
100mN65801E06964;61;61;0
100mN65795E06968;2;2;0
100mN65944E05501;7;7;0
100mN65945E05501;13;13;0
100mN65945E05503;21;21;0
100mN65951E05501;6;6;0
100mN65950E05502;2;2;0
100mN65951E05502;5;5;0
100mN65952E05501;2;2;0
100mN65897E05502;32;32;0
100mN65896E05504;251;251;0
100mN65895E05505;83;83;0
100mN65899E05503;593;593;0
100mN65898E05506;527;527;0
100mN65899E05507;185;185;0
100mN65901E05501;379;379;0
100mN65917E05511;3;3;0
100mN65924E05511;4;4;0
100mN65930E05501;2;2;0
100mN65926E05514;3;3;0
100mN65905E05502;384;384;0
100mN65931E05502;4;4;0
100mN65936E05500;1;1;0
100mN65940E05502;8;8;0
100mN65899E05508;383;383;0
100mN65909E05500;116;116;0
100mN65912E05502;7;7;0
100mN65913E05501;23;23;0
100mN65914E05505;8;8;0
100mN65904E05500;411;411;0
100mN65918E05502;7;7;0
100mN65896E05507;95;95;0
100mN65824E06871;60;60;0
100mN65824E06872;21;21;0
100mN65825E06872;45;45;0
100mN65826E06869;5;5;0
100mN65891E06852;9;9;0
100mN65895E06858;117;117;0
100mN65828E06871;4;4;0
100mN65890E06864;144;144;0
100mN65890E06861;29;29;0
100mN65891E06863;106;106;0
100mN65848E06836;3;3;0
100mN65848E06843;1;1;0
100mN65862E06851;8;8;0
100mN65868E06848;1;1;0
100mN65868E06851;15;15;0
100mN65868E06850;2;2;0
100mN65871E06848;4;4;0
100mN65819E06861;1;1;0
100mN65818E06866;4;4;0
100mN65823E06867;19;19;0
100mN65817E06870;1;1;0
100mN65819E06870;21;21;0
100mN65820E06871;22;22;0
100mN65821E06867;27;27;0
100mN65873E06849;12;12;0
100mN65882E06851;23;23;0
100mN65822E06869;13;13;0
100mN65884E06855;35;35;0
100mN65824E06867;15;15;0
100mN65884E06901;2;2;0
100mN65888E06901;43;43;0
100mN65888E06903;6;6;0
100mN65890E06903;3;3;0
100mN65891E06901;5;5;0
100mN65891E06904;6;6;0
100mN65893E06896;2;2;0
100mN65895E06902;3;3;0
100mN65896E06899;21;21;0
100mN65899E06863;80;80;0
100mN65904E06867;220;220;0
100mN65903E06874;176;176;0
100mN65904E06874;10;10;0
100mN65900E06865;181;181;0
100mN65900E06872;1;1;0
100mN65902E06862;311;311;0
100mN65902E06867;190;190;0
100mN65903E06870;12;12;0
100mN65903E06872;14;14;0
100mN65836E06940;7;7;0
100mN65897E06870;172;172;0
100mN65893E06869;152;152;0
100mN65893E06870;188;188;0
100mN65813E06938;197;197;0
100mN65813E06945;25;25;0
100mN65814E06943;46;46;0
100mN65813E06949;325;325;0
100mN65816E06947;150;150;0
100mN65825E06941;135;135;0
100mN65825E06943;101;101;0
100mN65818E06944;222;222;0
100mN65820E06946;280;280;0
100mN65827E06940;110;110;0
100mN65821E06946;261;261;0
100mN65889E06871;142;142;0
100mN65897E06860;55;55;0
100mN65823E06928;11;11;0
100mN65895E06869;75;75;0
100mN65895E06863;25;25;0
100mN65896E06865;49;49;0
100mN65895E06870;85;85;0
100mN65893E06863;46;46;0
100mN65894E06862;34;34;0
100mN65878E07378;15;15;0
100mN65881E07380;97;97;0
100mN65887E07379;21;21;0
100mN65887E07386;108;108;0
100mN65888E07376;2;2;0
100mN65894E07378;148;148;0
100mN65888E07383;139;139;0
100mN65894E07381;209;209;0
100mN65895E07386;23;23;0
100mN65896E07386;28;28;0
100mN65895E07379;135;135;0
100mN65898E07383;72;72;0
100mN65889E07385;156;156;0
100mN65890E07386;34;34;0
100mN65896E07376;244;244;0
100mN65933E07299;1;1;0
100mN65900E07363;258;258;0
100mN65898E07362;395;395;0
100mN65899E07363;320;320;0
100mN65897E07377;349;349;0
100mN65895E07375;183;183;0
100mN65879E07383;6;6;0
100mN65880E07386;320;320;0
100mN65875E07380;24;24;0
100mN65876E07382;24;24;0
100mN65886E07366;9;9;0
100mN65892E07367;195;195;0
100mN65891E07373;90;90;0
100mN65884E07373;374;374;0
100mN65885E07370;19;19;0
100mN65886E07371;9;9;0
100mN65888E07367;3;3;0
100mN65888E07369;6;6;0
100mN65890E07368;380;380;0
100mN65913E07374;1;1;0
100mN65894E07318;2;2;0
100mN65896E07317;2;2;0
100mN65902E07374;550;550;0
100mN65907E07374;321;321;0
100mN65904E07365;298;298;0
100mN65909E07366;165;165;0
100mN65909E07370;397;397;0
100mN65910E07369;106;106;0
100mN65911E07373;216;216;0
100mN65924E07360;1;1;0
100mN65924E07364;4;4;0
100mN65945E07289;1;1;0
100mN65948E07293;2;2;0
100mN65948E07308;2;2;0
100mN65946E07310;1;1;0
100mN65955E07306;1;1;0
100mN65956E07305;1;1;0
100mN65905E07384;57;57;0
100mN65905E07387;2;2;0
100mN65909E07382;14;14;0
100mN65910E07377;3;3;0
100mN65910E07376;4;4;0
100mN65911E07377;5;5;0
100mN65910E07382;6;6;0
100mN65913E07376;12;12;0
100mN65913E07380;3;3;0
100mN65911E07383;18;18;0
100mN65917E07378;16;16;0
100mN65900E07366;25;25;0
100mN65905E07374;409;409;0
100mN65906E07366;553;553;0
100mN65906E07365;519;519;0
100mN65906E07370;191;191;0
100mN65908E07368;243;243;0
100mN65899E07368;94;94;0
100mN64721E06587;76;37;39
100mN65873E05408;969;18;951
100mN64713E05302;6;6;0
100mN64712E05303;28;28;0
100mN64714E05304;107;107;0
100mN64714E05298;3;3;0
100mN64716E05298;30;30;0
100mN64715E05306;43;43;0
100mN64716E05305;31;31;0
100mN64714E05301;176;176;0
100mN64714E05308;2;2;0
100mN64726E05271;12;12;0
100mN64725E05272;28;28;0
100mN64728E05281;31;31;0
100mN64730E05277;14;14;0
100mN64730E05279;85;85;0
100mN64718E05286;44;44;0
100mN64718E05291;144;144;0
100mN64723E05282;55;55;0
100mN64724E05287;27;27;0
100mN64726E05282;45;45;0
100mN64726E05283;27;27;0
100mN64727E05281;36;36;0
100mN64724E05289;102;102;0
100mN64732E05289;14;14;0
100mN64731E05293;28;28;0
100mN64725E05287;15;15;0
100mN64723E05312;138;138;0
100mN64724E05312;303;303;0
100mN64730E05295;158;158;0
100mN64732E05293;11;11;0
100mN64732E05294;75;75;0
100mN64724E05308;55;55;0
100mN64732E05296;246;246;0
100mN64733E05285;10;10;0
100mN64735E05286;2;2;0
100mN64716E05301;26;26;0
100mN64716E05302;78;78;0
100mN64729E05284;34;34;0
100mN64735E05290;31;31;0
100mN64736E05289;40;40;0
100mN64730E05289;26;26;0
100mN64731E05283;58;58;0
100mN64738E05291;29;29;0
100mN64728E05298;145;145;0
100mN64721E05311;4;4;0
100mN64724E05301;14;14;0
100mN64724E05304;24;24;0
100mN64736E05290;38;38;0
100mN64722E05305;6;6;0
100mN64724E05307;17;17;0
100mN64729E05297;299;299;0
100mN64737E05289;152;152;0
100mN64703E05331;2;2;0
100mN64749E05288;18;18;0
100mN64706E05332;28;28;0
100mN64703E05317;62;62;0
100mN64704E05304;1;1;0
100mN64710E05295;63;63;0
100mN64729E05305;26;26;0
100mN64720E05271;41;41;0
100mN64721E05273;22;22;0
100mN64711E05301;51;51;0
100mN64686E05333;41;41;0
100mN64712E05297;50;50;0
100mN64711E05299;39;39;0
100mN64711E05305;101;101;0
100mN64718E05278;31;31;0
100mN64725E05278;19;19;0
100mN64725E05280;21;21;0
100mN64713E05299;30;30;0
100mN64721E05280;16;16;0
100mN64670E05337;9;9;0
100mN64671E05338;14;14;0
100mN64671E05339;10;10;0
100mN64672E05335;8;8;0
100mN64675E05334;17;17;0
100mN64681E05329;10;10;0
100mN64683E05329;38;38;0
100mN64682E05331;41;41;0
100mN64679E05333;42;42;0
100mN64679E05335;15;15;0
100mN64678E05338;36;36;0
100mN64682E05334;36;36;0
100mN64695E05325;22;22;0
100mN64685E05327;39;39;0
100mN64686E05326;29;29;0
100mN64688E05324;22;22;0
100mN64687E05328;26;26;0
100mN64689E05326;45;45;0
100mN64687E05331;25;25;0
100mN64687E05332;30;30;0
100mN64688E05330;23;23;0
100mN64691E05329;11;11;0
100mN64690E05335;15;15;0
100mN64709E05293;38;38;0
100mN64711E05295;64;64;0
100mN64714E05286;28;28;0
100mN64705E05296;8;8;0
100mN64705E05302;17;17;0
100mN64713E05289;28;28;0
100mN64714E05293;5;5;0
100mN64706E05312;99;99;0
100mN64705E05305;40;40;0
100mN64710E05305;49;49;0
100mN64704E05312;112;112;0
100mN64705E05312;108;108;0
100mN64715E05296;22;22;0
100mN64710E05310;131;131;0
100mN64698E05315;345;345;0
100mN64715E05332;2;2;0
100mN64718E05315;39;39;0
100mN64721E05316;74;74;0
100mN64724E05313;3;3;0
100mN64728E05329;2;2;0
100mN64738E05288;42;42;0
100mN64728E05301;12;12;0
100mN64731E05299;35;35;0
100mN64702E05312;280;280;0
100mN64732E05300;4;4;0
100mN64702E05318;84;84;0
100mN64731E05301;19;19;0
100mN64731E05302;13;13;0
100mN64731E05303;1;1;0
100mN64732E05301;16;16;0
100mN64699E05317;173;173;0
100mN64729E05306;6;6;0
100mN64729E05311;4;4;0
100mN64732E05305;2;2;0
100mN64737E05299;1;1;0
100mN64715E06562;2;2;0
100mN64732E06591;48;48;0
100mN64733E06580;39;39;0
100mN64722E06595;28;28;0
100mN64734E06584;5;5;0
100mN64736E06580;19;19;0
100mN64737E06579;5;5;0
100mN64737E06586;102;102;0
100mN64718E06594;118;118;0
100mN64724E06597;77;77;0
100mN64722E06599;22;22;0
100mN64726E06593;40;40;0
100mN64726E06595;44;44;0
100mN64726E06596;32;32;0
100mN64725E06599;53;53;0
100mN64726E06598;39;39;0
100mN64725E06602;152;152;0
100mN64728E06593;45;45;0
100mN64728E06600;131;131;0
100mN64728E06601;270;270;0
100mN64729E06593;53;53;0
100mN64729E06598;61;61;0
100mN64730E06598;133;133;0
100mN64730E06622;68;68;0
100mN64736E06600;65;65;0
100mN64732E06596;74;74;0
100mN64737E06598;323;323;0
100mN64730E06601;4;4;0
100mN64731E06600;48;48;0
100mN64707E06582;28;28;0
100mN64731E06581;21;21;0
100mN64742E06616;734;734;0
100mN64714E06580;30;30;0
100mN64732E06601;16;16;0
100mN64729E06620;237;237;0
100mN64738E06578;18;18;0
100mN64717E06596;119;119;0
100mN64718E06595;162;162;0
100mN64719E06593;204;204;0
100mN64729E06592;32;32;0
100mN64738E06582;28;28;0
100mN64738E06585;4;4;0
100mN64738E06588;76;76;0
100mN64738E06591;87;87;0
100mN64710E06591;31;31;0
100mN64711E06578;27;27;0
100mN64714E06591;64;64;0
100mN64714E06592;17;17;0
100mN64714E06586;4;4;0
100mN64709E06582;48;48;0
100mN64710E06594;51;51;0
100mN64714E06594;42;42;0
100mN64715E06597;19;19;0
100mN64721E06577;30;30;0
100mN64712E06621;3;3;0
100mN64714E06621;15;15;0
100mN64715E06623;2;2;0
100mN64719E06574;1;1;0
100mN64723E06574;44;44;0
100mN64724E06575;47;47;0
100mN64725E06576;40;40;0
100mN64725E06578;43;43;0
100mN64717E06583;52;52;0
100mN64736E06569;115;115;0
100mN64718E06581;44;44;0
100mN64718E06579;53;53;0
100mN64719E06579;17;17;0
100mN64724E06583;27;27;0
100mN64726E06582;30;30;0
100mN64724E06585;28;28;0
100mN64726E06584;15;15;0
100mN64727E06585;20;20;0
100mN64721E06583;39;39;0
100mN64735E06571;21;21;0
100mN64732E06574;88;88;0
100mN64736E06573;42;42;0
100mN64719E06592;9;9;0
100mN64720E06586;47;47;0
100mN64723E06579;35;35;0
100mN64728E06585;14;14;0
100mN64730E06585;33;33;0
100mN64722E06582;30;30;0
100mN64731E06575;37;37;0
100mN64728E06582;12;12;0
100mN64730E06587;22;22;0
100mN64701E06572;4;4;0
100mN64703E06572;3;3;0
100mN64711E06569;127;127;0
100mN64711E06570;325;325;0
100mN64712E06583;3;3;0
100mN64712E06585;41;41;0
100mN64714E06584;17;17;0
100mN64713E06585;4;4;0
100mN64705E06581;17;17;0
100mN64712E06576;17;17;0
100mN64713E06577;16;16;0
100mN64708E06588;298;298;0
100mN64715E06580;43;43;0
100mN64705E06585;29;29;0
100mN64707E06591;30;30;0
100mN64708E06592;24;24;0
100mN64746E06600;251;251;0
100mN64740E06614;5;5;0
100mN64740E06615;371;371;0
100mN64740E06617;374;374;0
100mN64748E06610;255;255;0
100mN64747E06617;18;18;0
100mN64750E06594;32;32;0
100mN64717E06630;3;3;0
100mN64720E06628;5;5;0
100mN64721E06628;9;9;0
100mN64751E06597;39;39;0
100mN64719E06633;7;7;0
100mN64763E06593;27;27;0
100mN64753E06598;18;18;0
100mN64765E06592;27;27;0
100mN64770E06582;13;13;0
100mN64765E06586;86;86;0
100mN64755E06597;29;29;0
100mN64772E06582;2;2;0
100mN64762E06594;18;18;0
100mN64764E06562;3;3;0
100mN64763E06585;11;11;0
100mN64760E06589;35;35;0
100mN64764E06594;36;36;0
100mN64764E06595;28;28;0
100mN64703E06628;7;7;0
100mN64704E06625;4;4;0
100mN64704E06630;7;7;0
100mN64706E06629;1;1;0
100mN64707E06627;4;4;0
100mN64708E06630;1;1;0
100mN64712E06631;6;6;0
100mN64715E06625;2;2;0
100mN64746E06595;14;14;0
100mN64744E06597;4;4;0
100mN64745E06601;340;340;0
100mN64744E06606;16;16;0
100mN64738E06615;185;185;0
100mN64745E06606;32;32;0
100mN64739E06615;176;176;0
100mN64737E06622;249;249;0
100mN64739E06569;270;270;0
100mN64745E06578;31;31;0
100mN64743E06579;19;19;0
100mN64741E06583;100;100;0
100mN64739E06588;75;75;0
100mN64739E06590;141;141;0
100mN64742E06589;14;14;0
100mN64747E06581;17;17;0
100mN64752E06591;127;127;0
100mN64746E06587;66;66;0
100mN64745E06590;13;13;0
100mN64756E06592;54;54;0
100mN64743E06602;132;132;0
100mN64747E06586;42;42;0
100mN64748E06589;54;54;0
100mN64747E06590;34;34;0
100mN64750E06576;14;14;0
100mN64750E06575;551;551;0
100mN64750E06582;18;18;0
100mN64751E06585;21;21;0
100mN64749E06587;109;109;0
100mN64733E06620;170;170;0
100mN64735E06621;207;207;0
100mN64734E06619;400;400;0
100mN64734E06617;198;198;0
100mN64734E06618;38;38;0
100mN65797E05350;21;21;0
100mN65799E05349;2;2;0
100mN65801E05351;3;3;0
100mN65796E05352;8;8;0
100mN65797E05353;23;23;0
100mN65798E05356;39;39;0
100mN65798E05358;2;2;0
100mN65799E05358;23;23;0
100mN65801E05357;14;14;0
100mN65810E05354;17;17;0
100mN65810E05356;15;15;0
100mN65802E05351;10;10;0
100mN65804E05348;2;2;0
100mN65853E05363;332;332;0
100mN65853E05364;190;190;0
100mN65852E05370;4;4;0
100mN65857E05360;314;314;0
100mN65860E05360;1;1;0
100mN65859E05367;170;170;0
100mN65862E05361;192;192;0
100mN65862E05367;157;157;0
100mN65884E05354;24;24;0
100mN65867E05362;344;344;0
100mN65862E05369;689;689;0
100mN65865E05361;15;15;0
100mN65852E05359;368;368;0
100mN65851E05362;215;215;0
100mN65855E05371;4;4;0
100mN65856E05363;151;151;0
100mN65853E05362;180;180;0
100mN65806E05435;2;2;0
100mN65813E05354;19;19;0
100mN65813E05357;29;29;0
100mN65815E05358;31;31;0
100mN65817E05354;15;15;0
100mN65818E05359;11;11;0
100mN65818E05363;12;12;0
100mN65820E05360;6;6;0
100mN65829E05361;140;140;0
100mN65820E05366;12;12;0
100mN65821E05363;21;21;0
100mN65823E05360;17;17;0
100mN65831E05369;19;19;0
100mN65830E05374;20;20;0
100mN65820E05358;10;10;0
100mN65823E05355;4;4;0
100mN65823E05365;15;15;0
100mN65819E05367;20;20;0
100mN65819E05370;27;27;0
100mN65819E05368;4;4;0
100mN65834E05373;35;35;0
100mN65813E05364;8;8;0
100mN65813E05365;46;46;0
100mN65821E05370;22;22;0
100mN65822E05369;31;31;0
100mN65822E05371;41;41;0
100mN65835E05358;12;12;0
100mN65837E05354;1;1;0
100mN65814E05366;18;18;0
100mN65816E05362;24;24;0
100mN65823E05374;28;28;0
100mN65815E05365;4;4;0
100mN65815E05367;40;40;0
100mN65826E05362;18;18;0
100mN65839E05371;7;7;0
100mN65839E05374;13;13;0
100mN65814E05367;16;16;0
100mN65814E05369;43;43;0
100mN65838E05368;23;23;0
100mN65814E05373;32;32;0
100mN65815E05374;60;60;0
100mN65816E05368;25;25;0
100mN65816E05371;41;41;0
100mN65842E05373;4;4;0
100mN65817E05372;21;21;0
100mN65806E05367;4;4;0
100mN65806E05368;2;2;0
100mN65807E05362;15;15;0
100mN65808E05365;19;19;0
100mN65811E05363;6;6;0
100mN65811E05365;43;43;0
100mN65811E05366;63;63;0
100mN65812E05375;105;105;0
100mN65808E05369;11;11;0
100mN65808E05373;10;10;0
100mN65825E05407;27;27;0
100mN65824E05408;253;253;0
100mN65826E05407;19;19;0
100mN65840E05376;75;75;0
100mN65841E05375;12;12;0
100mN65842E05375;4;4;0
100mN65844E05379;1046;1046;0
100mN65837E05396;53;53;0
100mN65830E05406;19;19;0
100mN65831E05409;26;26;0
100mN65832E05406;8;8;0
100mN65836E05402;44;44;0
100mN65848E05377;2;2;0
100mN65847E05379;8;8;0
100mN65849E05379;304;304;0
100mN65855E05381;408;408;0
100mN65846E05388;535;535;0
100mN65852E05376;98;98;0
100mN65849E05386;218;218;0
100mN65851E05379;170;170;0
100mN65848E05389;577;577;0
100mN65852E05379;314;314;0
100mN65851E05387;69;69;0
100mN65850E05375;231;231;0
100mN65852E05388;396;396;0
100mN65819E05409;12;12;0
100mN65836E05376;12;12;0
100mN65823E05407;34;34;0
100mN65837E05375;32;32;0
100mN65838E05375;29;29;0
100mN65835E05391;25;25;0
100mN65834E05393;18;18;0
100mN65839E05405;9;9;0
100mN65839E05406;297;297;0
100mN65835E05386;18;18;0
100mN65834E05387;26;26;0
100mN65834E05397;49;49;0
100mN65837E05391;25;25;0
100mN65837E05392;33;33;0
100mN65871E05365;176;176;0
100mN65867E05368;2;2;0
100mN65893E05354;1;1;0
100mN65818E05380;30;30;0
100mN65819E05379;14;14;0
100mN65818E05381;39;39;0
100mN65819E05381;46;46;0
100mN65820E05380;25;25;0
100mN65820E05381;13;13;0
100mN65886E05337;3;3;0
100mN65887E05321;4;4;0
100mN65815E05377;21;21;0
100mN65812E05379;11;11;0
100mN65820E05377;42;42;0
100mN65821E05380;10;10;0
100mN65819E05388;16;16;0
100mN65820E05388;17;17;0
100mN65822E05390;29;29;0
100mN65817E05396;19;19;0
100mN65817E05398;2;2;0
100mN65836E05367;16;16;0
100mN65820E05402;8;8;0
100mN65820E05401;15;15;0
100mN65821E05401;25;25;0
100mN65822E05400;3;3;0
100mN65819E05397;12;12;0
100mN65820E05396;42;42;0
100mN65823E05393;8;8;0
100mN65820E05397;10;10;0
100mN65823E05376;32;32;0
100mN65830E05390;20;20;0
100mN65828E05396;45;45;0
100mN65829E05397;21;21;0
100mN65830E05397;22;22;0
100mN65827E05379;23;23;0
100mN65826E05381;31;31;0
100mN65828E05380;38;38;0
100mN65828E05381;33;33;0
100mN65832E05389;41;41;0
100mN65824E05390;18;18;0
100mN65824E05395;43;43;0
100mN65832E05397;26;26;0
100mN65826E05386;30;30;0
100mN65826E05387;9;9;0
100mN65825E05398;38;38;0
100mN65828E05391;23;23;0
100mN65832E05400;26;26;0
100mN65831E05401;8;8;0
100mN65830E05376;39;39;0
100mN65825E05400;11;11;0
100mN65831E05377;15;15;0
100mN65833E05376;33;33;0
100mN65825E05404;59;59;0
100mN65832E05379;19;19;0
100mN65832E05380;7;7;0
100mN65828E05401;34;34;0
100mN65829E05387;24;24;0
100mN65868E05370;238;238;0
100mN65893E05327;22;22;0
100mN65894E05326;22;22;0
100mN65895E05326;27;27;0
100mN65887E05333;6;6;0
100mN65890E05333;1;1;0
100mN65889E05342;18;18;0
100mN65892E05338;8;8;0
100mN65892E05340;4;4;0
100mN65895E05329;7;7;0
100mN65893E05337;5;5;0
100mN65816E05378;35;35;0
100mN65897E05338;6;6;0
100mN65896E05340;4;4;0
100mN65881E05355;15;15;0
100mN65882E05355;31;31;0
100mN65814E05389;6;6;0
100mN65816E05383;38;38;0
100mN65884E05350;6;6;0
100mN65883E05354;23;23;0
100mN65883E05356;2;2;0
100mN65859E05392;80;80;0
100mN65856E05399;195;195;0
100mN65855E05401;307;307;0
100mN65857E05400;175;175;0
100mN65859E05399;505;505;0
100mN65861E05396;129;129;0
100mN65860E05398;10;10;0
100mN65861E05399;160;160;0
100mN65862E05403;23;23;0
100mN65861E05405;15;15;0
100mN65861E05406;16;16;0
100mN65867E05406;27;27;0
100mN65875E05409;27;27;0
100mN65871E05402;20;20;0
100mN65877E05392;17;17;0
100mN65866E05399;21;21;0
100mN65863E05406;11;11;0
100mN65872E05381;21;21;0
100mN65874E05379;13;13;0
100mN65874E05382;26;26;0
100mN65873E05383;29;29;0
100mN65876E05385;16;16;0
100mN65876E05386;21;21;0
100mN65875E05389;11;11;0
100mN65876E05389;22;22;0
100mN65869E05401;19;19;0
100mN65870E05402;28;28;0
100mN65868E05399;6;6;0
100mN65876E05401;50;50;0
100mN65874E05403;24;24;0
100mN65856E05406;11;11;0
100mN65856E05408;57;57;0
100mN65870E05403;14;14;0
100mN65858E05407;30;30;0
100mN65856E05414;8;8;0
100mN65859E05409;10;10;0
100mN65858E05411;189;189;0
100mN65865E05421;67;67;0
100mN65865E05428;21;21;0
100mN65866E05410;667;667;0
100mN65859E05424;10;10;0
100mN65864E05423;20;20;0
100mN65862E05407;26;26;0
100mN65863E05409;15;15;0
100mN65864E05425;14;14;0
100mN65864E05424;19;19;0
100mN65860E05400;7;7;0
100mN65856E05397;513;513;0
100mN65858E05405;2;2;0
100mN65855E05390;193;193;0
100mN65845E05391;187;187;0
100mN65849E05391;356;356;0
100mN65849E05399;239;239;0
100mN65852E05394;371;371;0
100mN65852E05399;430;430;0
100mN65834E05407;24;24;0
100mN65837E05409;24;24;0
100mN65836E05411;9;9;0
100mN65840E05407;93;93;0
100mN65848E05407;77;77;0
100mN65855E05380;384;384;0
100mN65855E05388;207;207;0
100mN65848E05409;163;163;0
100mN65857E05379;341;341;0
100mN65857E05381;373;373;0
100mN65862E05377;3;3;0
100mN65855E05384;391;391;0
100mN65849E05393;122;122;0
100mN65847E05396;201;201;0
100mN65853E05388;213;213;0
100mN65844E05396;4;4;0
100mN65848E05396;187;187;0
100mN65850E05390;125;125;0
100mN65849E05395;298;298;0
100mN65854E05389;275;275;0
100mN65893E05406;164;164;0
100mN65894E05402;54;54;0
100mN65894E05404;11;11;0
100mN65895E05402;93;93;0
100mN65896E05406;69;69;0
100mN65876E05419;117;117;0
100mN65881E05414;2;2;0
100mN65881E05416;76;76;0
100mN65881E05417;10;10;0
