"Üksuse kood";"Üksus";"Väärtus";
"3656";"Kurevere küla";"23";
"3658";"Kuressaare küla";"25";
"3660";"Kurevere küla";"7";
"3662";"Kurevere küla";"0";
"3666";"Kurgja küla";"86";
"3668";"Kurgla küla";"63";
"3671";"Kuri küla";"92";
"3673";"Kurisoo küla";"28";
"3700";"Kuru küla";"0";
"3702";"Kuru küla";"53";
"3703";"Kusma küla";"76";
"3705";"Kustja küla";"71";
"3711";"Kuudeküla";"66";
"3714";"Kuusalu alevik";"99";
"3716";"Kuusemäe küla";"0";
"3717";"Kuusiku küla";"6";
"3718";"Kuusalu küla";"86";
"3719";"Kuusiku küla";"100";
"5701";"Oorgu küla";"71";
"5705";"Orajõe küla";"91";
"5709";"Orgemäe küla";"75";
"5711";"Orgita küla";"100";
"5714";"Orgmetsa küla";"0";
"5716";"Orguse küla";"0";
"5717";"Orguse küla";"30";
"5720";"Oriküla";"0";
"5723";"Orinõmme küla";"100";
"5725";"Orissaare alevik";"100";
"8525";"Tõrremäe küla";"0";
"8527";"Tõruvere küla";"89";
"8532";"Tõrvandi alevik";"48";
"8537";"Tõrve küla";"60";
"8540";"Tõstamaa alevik";"98";
"8541";"Tõusi küla";"0";
"3720";"Kuusiku alevik";"100";
"3721";"Kuusiku küla";"85";
"3723";"Kuusna küla";"0";
"3724";"Kuusiku-Nõmme küla";"31";
"3732";"Kõdesi küla";"100";
"3735";"Kõdu küla";"0";
"3737";"Kõduküla";"0";
"3738";"Kõduküla";"57";
"3739";"Kõera küla";"0";
"3741";"Kõidama küla";"100";
"3744";"Kõiguste küla";"25";
"3746";"Kõima küla";"82";
"3747";"Kõinastu küla";"0";
"3748";"Kõivuküla";"59";
"3749";"Kõivu küla";"11";
"0176";"Haabersti linnaosa";"94";
"1200";"Allika küla";"100";
"1201";"Allika küla";"0";
"1202";"Allika küla";"49";
"1203";"Allika küla";"0";
"1204";"Allika küla";"0";
"1205";"Allikjärve küla";"59";
"1206";"Allika küla";"94";
"1207";"Allikalahe küla";"0";
"1208";"Alliklepa küla";"0";
"1209";"Allikotsa küla";"76";
"1210";"Allikmaa küla";"67";
"1211";"Alliku küla";"11";
"1212";"Altküla";"89";
"1214";"Altküla";"0";
"1215";"Allikõnnu küla";"77";
"1216";"Alliku küla";"0";
"1217";"Allikukivi küla";"73";
"1219";"Altküla";"19";
"1221";"Altküla";"0";
"1223";"Altmäe küla";"78";
"1226";"Altnurga küla";"0";
"1229";"Alu küla";"0";
"1230";"Alu alevik";"100";
"1232";"Alu-Metsküla";"0";
"1235";"Alupere küla";"0";
"1237";"Aluste küla";"61";
"1240";"Alustre küla";"15";
"1242";"Aluvere küla";"52";
"1245";"Ama küla";"77";
"1250";"Ambla alevik";"92";
"1251";"Ammuta küla";"0";
"1252";"Ammuta küla";"52";
"1253";"Amula küla";"0";
"1259";"Andja küla";"75";
"1267";"Anelema küla";"100";
"1270";"Angerja küla";"87";
"1272";"Angla küla";"0";
"1275";"Anguse küla";"0";
"1278";"Anija küla";"0";
"1283";"Anikatsi küla";"90";
"1286";"Anna küla";"100";
"1291";"Annikoru küla";"99";
"1293";"Annikvere küla";"100";
"1309";"Ao küla";"0";
"6371";"Pringi küla";"45";
"5501";"Nõmavere küla";"95";
"5503";"Nõmba küla";"0";
"5505";"Nõmjala küla";"32";
"5506";"Nõmbra küla";"0";
"5508";"Nõmme küla";"0";
"5512";"Nõmme küla";"85";
"5513";"Nõmmemaa küla";"0";
"5514";"Nõmmerga küla";"0";
"5516";"Nõmmemetsa küla";"15";
"5517";"Nõmmeotsa küla";"31";
"5518";"Nõmmeri küla";"0";
"5519";"Nõmme küla";"0";
"5520";"Nõmme küla";"95";
"5521";"Nõmmise küla";"6";
"5524";"Nõmmküla";"0";
"5525";"Nõmmküla";"94";
"5530";"Nõmme küla";"0";
"5532";"Nõmme küla";"78";
"9061";"Varbla küla";"91";
"1261";"Andre küla";"0";
"1264";"Antkruva küla";"0";
"1288";"Anne küla";"0";
"1303";"Antsu küla";"48";
"1305";"Andsumäe küla";"0";
"2357";"Järvepalu küla";"92";
"2362";"Järvepää küla";"72";
"2365";"Järvere küla";"100";
"2370";"Jäärja küla";"69";
"2384";"Kaagjärve küla";"96";
"2387";"Kaagna küla";"38";
"2389";"Kaagu küla";"0";
"9063";"Varbola küla";"95";
"9068";"Vardi küla";"76";
"9071";"Vardja küla";"78";
"9073";"Vardja küla";"23";
"9075";"Varesmetsa küla";"0";
"9078";"Varesmäe küla";"41";
"9083";"Variku küla";"0";
"9086";"Varinurme küla";"88";
"9088";"Varja küla";"100";
"9090";"Varnja alevik";"93";
"9091";"Varni küla";"0";
"9096";"Varudi küla";"13";
"9098";"Varudi-Vanaküla";"7";
"9099";"Varudi-Altküla";"0";
"2392";"Kaagvere küla";"60";
"2401";"Kaaratautsa küla";"0";
"2665";"Kangavitsa küla";"0";
"2667";"Kanepi alevik";"99";
"2683";"Kannu küla";"0";
"2694";"Kapera küla";"8";
"2703";"Karamsina küla";"100";
"2707";"Karaski küla";"0";
"2736";"Karisilla küla";"72";
"2757";"Karjatnurme küla";"77";
"2769";"Karste küla";"70";
"2775";"Karula küla";"93";
"3026";"Kiidi küla";"0";
"3041";"Kiiova küla";"0";
"3066";"Kikka küla";"4";
"3071";"Kiksova küla";"100";
"9123";"Vastemõisa küla";"94";
"9126";"Vastja küla";"0";
"9128";"Vastse-Kuuste alevik";"100";
"9134";"Vastaba küla";"0";
"9136";"Vasula alevik";"87";
"9835";"Ülenurme alevik";"0";
"9842";"Ünnaste küla";"94";
"9846";"Ürjaste küla";"63";
"9853";"Üsse küla";"0";
"9854";"Üüvere küla";"0";
"6601";"Päri küla";"82";
"6603";"Pärinurme küla";"35";
"6608";"Pärivere küla";"0";
"6615";"Pärnselja küla";"0";
"6616";"Pärnjõe küla";"93";
"6617";"Pärnu-Jaagupi alev";"100";
"6618";"Pärsama küla";"0";
"6619";"Pärnu linn";"97";
"6621";"Pärsi küla";"0";
"3911";"Kärkna küla";"100";
"3913";"Kärksi küla";"0";
"3918";"Kärmu küla";"18";
"3919";"Kärpla küla";"0";
"3922";"Kärneri küla";"100";
"3923";"Kärsa küla";"73";
"3924";"Kärsa küla";"0";
"3927";"Kärstna küla";"97";
"3928";"Kärsu küla";"63";
"3930";"Käru küla";"0";
"3932";"Käru küla";"57";
"3933";"Käru alevik";"0";
"3937";"Käsukonna küla";"100";
"3939";"Kääni küla";"0";
"3949";"Käärdi alevik";"0";
"3960";"Köisi küla";"100";
"3963";"Köstrimäe küla";"98";
"3964";"Kübassaare küla";"0";
"3968";"Kükita küla";"100";
"3970";"Kükitaja küla";"24";
"3983";"Külasema küla";"0";
"3986";"Külitse alevik";"99";
"3989";"Külma küla";"0";
"3992";"Küti küla";"86";
"1301";"Antsla linn";"87";
"7717";"Soometsa küla";"100";
"7719";"Soomevere küla";"83";
"7720";"Soomevere küla";"93";
"7723";"Soomra küla";"0";
"7724";"Soonda küla";"100";
"7725";"Sooniste küla";"0";
"7728";"Soonlepa küla";"76";
"7733";"Soonuka küla";"0";
"7735";"Soonurme küla";"68";
"7739";"Soosalu küla";"0";
"7740";"Soosalu küla";"0";
"7741";"Soosalu küla";"100";
"7743";"Soosilla küla";"35";
"7745";"Sootaga küla";"24";
"7746";"Sootaguse küla";"0";
"7747";"Sootaguse küla";"100";
"7748";"Sootaguse küla";"0";
"7749";"Soovälja küla";"100";
"7750";"Sooviku küla";"33";
"7753";"Sopimetsa küla";"40";
"7760";"Spithami küla / Spithamn";"0";
"7761";"Sudemäe küla";"100";
"7762";"Sudiste küla";"0";
"7764";"Sudaste küla";"92";
"7767";"Sudiste küla";"0";
"7770";"Sugalepa küla";"0";
"4446";"Logina küla";"0";
"4449";"Lohkuse küla";"0";
"4451";"Lohkva küla";"39";
"4453";"Lohu küla";"91";
"4456";"Lohusalu küla";"100";
"4459";"Lohusuu alevik";"83";
"4462";"Loime küla";"15";
"4465";"Loja küla";"0";
"4468";"Loko küla";"77";
"4470";"Loksa küla";"100";
"7776";"Suigu küla";"81";
"7777";"Suigu küla";"0";
"7779";"Suislepa küla";"87";
"7782";"Kirikuküla";"0";
"7785";"Sulaoja küla";"36";
"7790";"Sultsi küla";"98";
"7792";"Sulu küla";"0";
"7793";"Sulu küla";"60";
"7796";"Sulupere küla";"0";
"7798";"Sulustvere küla";"60";
"8001";"Taaravainu küla";"100";
"8003";"Taari küla";"63";
"8006";"Tabara küla";"45";
"4473";"Loksu küla";"93";
"4474";"Lokuta küla";"79";
"4475";"Lokuta küla";"87";
"4476";"Lokuta küla";"0";
"4481";"Lokuti küla";"100";
"4484";"Lolu küla";"75";
"4487";"Lombi küla";"66";
"4494";"Loo küla";"100";
"4496";"Loo alevik";"99";
"4498";"Loobu küla";"75";
"3757";"Kõljala küla";"91";
"3759";"Kõlunõmme küla";"42";
"3760";"Kõmmusselja küla";"100";
"3762";"Kõmmaste küla";"0";
"3765";"Kõmsi küla";"91";
"3769";"Kõnnu küla";"77";
"3770";"Kõnnu küla";"62";
"3771";"Kõnnu küla";"49";
"3772";"Kõnnu küla";"0";
"3774";"Kõnnu küla";"100";
"3775";"Kõo küla";"98";
"3777";"Kõnnujõe küla";"0";
"3778";"Kõola küla";"27";
"3779";"Kõpu küla";"2";
"8682";"Undama küla";"0";
"8683";"Undimäe küla";"0";
"8684";"Unametsa küla";"71";
"8687";"Undi küla";"26";
"8688";"Undla küla";"38";
"8690";"Uneste küla";"0";
"8691";"Uniküla";"75";
"8693";"Unguma küla";"0";
"8695";"Uniküla";"81";
"8698";"Unipiha küla";"0";
"8701";"Univere küla";"64";
"8712";"Ura küla";"64";
"8717";"Urevere küla";"0";
"8720";"Urge küla";"86";
"6300";"Poaka küla";"82";
"6302";"Poanse küla";"29";
"6308";"Pohla küla";"0";
"6311";"Poka küla";"0";
"6314";"Poksi küla";"47";
"6317";"Polli küla";"7";
"6322";"Poole küla";"58";
"6325";"Pootsi küla";"89";
"6327";"Pootsiku küla";"0";
"6328";"Poriküla";"0";
"8602";"Tüükri küla";"3";
"8604";"Türje küla";"100";
"8607";"Ubasalu küla";"50";
"8610";"Ubja küla";"99";
"8614";"Uderna küla";"94";
"8616";"Udeva küla";"0";
"8619";"Udria küla";"0";
"8622";"Udriku küla";"100";
"8624";"Uhe küla";"0";
"8625";"Uduvere küla";"0";
"8629";"Uhmardu küla";"0";
"8632";"Uhti küla";"99";
"8637";"Uhtna alevik";"93";
"8721";"Urge küla";"84";
"8722";"Urita küla";"0";
"8727";"Urmi küla";"93";
"8730";"Urumarja küla";"48";
"8731";"Urvaste küla";"64";
"8740";"Ussimäe küla";"0";
"8747";"Utu küla";"100";
"8750";"Utukolga küla";"31";
"8754";"Uudeküla";"91";
"8759";"Uue-Kariste küla";"0";
"8764";"Uuearu küla";"53";
"9101";"Vasalemma alevik";"100";
"9103";"Vasara küla";"100";
"9106";"Vasavere küla";"19";
"9108";"Vaskjala küla";"0";
"9111";"Vasknarva küla";"0";
"9113";"Vaskrääma küla";"89";
"9116";"Vassevere küla";"0";
"2668";"Kangru küla";"53";
"2669";"Kangru küla";"64";
"2671";"Kangru alevik";"0";
"2672";"Kangrusselja küla";"100";
"2674";"Kangrussaare küla";"23";
"2679";"Kannastiku küla";"19";
"6330";"Pori küla";"86";
"6333";"Porkuni küla";"82";
"6335";"Pornuse küla";"36";
"6338";"Porsa küla";"100";
"6342";"Praaga küla";"0";
"6344";"Praaklima küla";"20";
"6373";"Prählamäe küla";"0";
"6374";"Pruuna küla";"79";
"8641";"Uia küla";"0";
"8647";"Uikala küla";"0";
"8651";"Uku küla";"97";
"8652";"Ula küla";"9";
"8655";"Ulila alevik";"100";
"8656";"Ulja küla";"77";
"8660";"Uljaste küla";"0";
"8661";"Uljaste küla";"62";
"8663";"Ullaste küla";"0";
"8664";"Ulvi küla";"81";
"8665";"Ulvi küla";"97";
"8666";"Uluste küla";"0";
"8672";"Umbsoo küla";"25";
"8674";"Umbusi küla";"45";
"8677";"Ummaru küla";"70";
"8681";"Unakvere küla";"0";
"9118";"Vassivere küla";"100";
"9141";"Vatla küla";"95";
"9145";"Vatsküla";"100";
"9146";"Vatsla küla";"90";
"9150";"Vea küla";"10";
"9153";"Veadla küla";"70";
"9156";"Vedra küla";"0";
"9161";"Vedu küla";"90";
"9164";"Vee küla";"95";
"9167";"Veelikse küla";"18";
"9171";"Veere küla";"94";
"9172";"Veeriku küla";"0";
"9178";"Vehendi küla";"0";
"9181";"Veia küla";"0";
"9183";"Veibri küla";"0";
"2682";"Kannu küla";"0";
"2685";"Kannuküla";"48";
"2690";"Kantküla";"0";
"2691";"Kantsi küla";"9";
"2695";"Kapi küla";"0";
"2697";"Kapra küla";"0";
"2699";"Kapsta küla";"31";
"2725";"Karijärve küla";"0";
"2727";"Karilatsi küla";"63";
"2728";"Karilatsi küla";"100";
"2731";"Karilepa küla";"0";
"2732";"Karinõmme küla";"93";
"2733";"Karinu küla";"74";
"3046";"Kiisa küla";"91";
"3059";"Kikaste küla";"82";
"3061";"Kikepera küla";"0";
"6381";"Pudivere küla";"0";
"6382";"Pudivere küla";"0";
"6385";"Puduküla";"23";
"6391";"Puhatu küla";"0";
"6393";"Puhja alevik";"100";
"6396";"Puhkova küla";"66";
"6398";"Puhmu küla";"0";
"2301";"Jägala-Joa küla";"100";
"2304";"Jälevere küla";"0";
"9186";"Veisjärve küla";"0";
"9187";"Velisemõisa küla";"0";
"9189";"Velise küla";"0";
"9190";"Velise-Nõlva küla";"0";
"9191";"Vellavere küla";"0";
"9192";"Veltsa küla";"90";
"9196";"Veltsi küla";"4";
"9199";"Venekuusiku küla";"45";
"9200";"Veneoja küla";"0";
"9202";"Veneküla";"22";
"9204";"Venevere küla";"1";
"9205";"Venevere küla";"0";
"9211";"Verevi küla";"100";
"9221";"Verilaske küla";"78";
"9226";"Veske küla";"0";
"9227";"Veskiaru küla";"0";
"3064";"Kikivere küla";"14";
"3074";"Kiku küla";"90";
"3077";"Kildemaa küla";"0";
"3079";"Kildu küla";"10";
"3080";"Kilgi küla";"0";
"3082";"Kilgi küla";"0";
"3083";"Kilingi-Nõmme linn";"100";
"3084";"Kilksama küla";"93";
"3090";"Kiltsi küla";"70";
"3092";"Kiltsi alevik";"0";
"3098";"Kingli küla";"0";
"3099";"Kinksi küla";"85";
"2307";"Jälgimäe küla";"95";
"2312";"Jämejala küla";"100";
"2315";"Jändja küla";"50";
"2316";"Jänistvere küla";"100";
"2318";"Jäneda küla";"99";
"2321";"Järavere küla";"55";
"2323";"Järise küla";"11";
"2327";"Järiste küla";"79";
"2330";"Järlepa küla";"94";
"2332";"Järni küla";"73";
"2334";"Järsi küla";"0";
"2335";"Järsi küla";"44";
"2338";"Järtsaare küla";"77";
"2339";"Kahala küla";"100";
"2341";"Järva-Jaani alev";"100";
"9228";"Veski küla";"0";
"9229";"Veski küla";"14";
"9231";"Veskiküla";"93";
"9234";"Veskimäe küla";"56";
"9235";"Veskimäe küla";"68";
"9236";"Veskitaguse küla";"11";
"9237";"Veskisoo küla";"75";
"9240";"Vesneri küla";"83";
"9243";"Vetepere küla";"4";
"9245";"Vetiku küla";"80";
"9248";"Vetla küla";"45";
"9254";"Vidruka küla";"47";
"9256";"Vigala-Vanamõisa küla";"89";
"3782";"Kõpu alevik";"93";
"3783";"Kõpsta küla";"0";
"3784";"Kõpu küla";"60";
"3785";"Kõrbja küla";"0";
"3788";"Kõrenduse küla";"0";
"3790";"Kõrgemäe küla";"67";
"3799";"Kõrgu küla";"29";
"3800";"Kõriska küla";"0";
"3801";"Kõrkküla";"42";
"3803";"Kõrkküla";"100";
"3804";"Kõrkküla";"13";
"3807";"Kõrkvere küla";"92";
"3809";"Kõrma küla";"0";
"3812";"Kõrsa küla";"97";
"3813";"Kõrtsuotsa küla";"0";
"3814";"Kõrtsialuse küla";"100";
"2343";"Järva-Madise küla";"89";
"2345";"Järvajõe küla";"0";
"2346";"Järvakandi alev";"97";
"2348";"Järvaküla";"93";
"2349";"Järve küla";"0";
"2350";"Järve küla";"0";
"2351";"Järveküla";"0";
"2353";"Järveküla";"0";
"2355";"Järveküla";"11";
"2356";"Järveküla";"100";
"2360";"Järvepera küla";"0";
"2367";"Järvselja küla";"0";
"2371";"Jäätma küla";"0";
"2373";"Jäätma küla";"0";
"2377";"Jüri alevik";"54";
"2379";"Jüriküla";"18";
"2380";"Jürimõisa küla";"100";
"2393";"Kaagvere küla";"96";
"9260";"Vihavu küla";"0";
"9262";"Vihi küla";"72";
"9265";"Vihterpalu küla";"0";
"9267";"Vihtra küla";"95";
"9273";"Viidike küla";"9";
"9278";"Viilupi küla";"97";
"9285";"Viira küla";"85";
"9286";"Viira küla";"96";
"9292";"Viiratsi alevik";"94";
"9293";"Viira küla";"0";
"3819";"Kõrve küla";"0";
"3822";"Kõrveküla";"100";
"3823";"Kõrveküla";"55";
"3824";"Kõrveküla alevik";"100";
"3826";"Kõrvemetsa küla";"9";
"3829";"Kõrvenurga küla";"0";
"3831";"Kõrvetaguse küla";"0";
"3834";"Kõue küla";"100";
"3837";"Kõvaküla";"90";
"3840";"Kõveri küla";"0";
"3842";"Kõveriku küla";"54";
"3844";"Käbiküla";"16";
"3846";"Käbiküla";"0";
"3849";"Käpla küla";"0";
"2395";"Kaalepi küla";"84";
"2397";"Kaali-Liiva küla";"71";
"2398";"Kaali küla";"100";
"2399";"Kaare küla";"0";
"2400";"Kaansoo küla";"70";
"2403";"Kaarepere küla";"92";
"2405";"Kaarli küla";"100";
"2406";"Kaarli küla";"77";
"2409";"Kaarlijärve küla";"94";
"2411";"Kaarlimõisa küla";"53";
"2414";"Kaarma küla";"61";
"2419";"Kaaru küla";"30";
"9803";"Österby küla";"0";
"9804";"Ööriku küla";"0";
"9807";"Öötla küla";"88";
"9812";"Üdruma küla";"62";
"9816";"Ühtri küla";"0";
"9820";"Üksnurme küla";"0";
"9824";"Ülde küla";"3";
"9825";"Ülejõe küla";"33";
"9827";"Ülejõe küla";"22";
"9828";"Ülejõe küla";"73";
"9829";"Ülejõe küla";"0";
"9830";"Ülemõisa küla";"49";
"9831";"Ülejõe küla";"93";
"9832";"Ülejõe küla";"0";
"3854";"Kädva küla";"69";
"3857";"Käesalu küla";"11";
"3864";"Kähri küla";"88";
"3869";"Käina alevik";"100";
"3872";"Kämara küla";"0";
"3875";"Kändliku küla";"0";
"3878";"Kännuküla";"0";
"3881";"Käo küla";"96";
"3882";"Käo küla";"98";
"3884";"Kärasi küla";"0";
"3886";"Käravete alevik";"100";
"3889";"Kärbla küla";"90";
"3891";"Kärbu küla";"46";
"3893";"Kärdla-Nõmme küla";"100";
"3894";"Kärde küla";"74";
"3895";"Kärdla linn";"99";
"7107";"Ruhve küla";"0";
"7108";"Rukkiküla";"0";
"7110";"Ruila küla";"66";
"7117";"Rumba küla";"100";
"7120";"Rummu küla";"0";
"7121";"Rummu alevik";"100";
"7122";"Rummu küla";"90";
"7124";"Rumpo küla";"0";
"9833";"Ülensi küla";"69";
"0524";"Nõmme linnaosa";"89";
"0553";"Oru linnaosa";"100";
"0596";"Pirita linnaosa";"79";
"3896";"Kärdu küla";"0";
"3899";"Kärevere küla";"49";
"4101";"Langerma küla";"13";
"4102";"Lannuste küla";"76";
"4106";"Lante küla";"89";
"4109";"Lao küla";"61";
"4112";"Laoküla";"61";
"4117";"Lapetukme küla";"44";
"4120";"Lasari küla";"74";
"4123";"Lasila küla";"87";
"4125";"Lasinurme küla";"0";
"4133";"Lau küla";"0";
"4137";"Laugu-Liiva küla";"0";
"4138";"Laugu küla";"0";
"7127";"Rupsi küla";"92";
"7130";"Ruskavere küla";"0";
"7132";"Russalu küla";"0";
"7135";"Rutikvere küla";"86";
"7141";"Ruu küla";"97";
"7143";"Ruudiküla";"47";
"7157";"Rõhu küla";"23";
"7158";"Rõhu küla";"90";
"7161";"Rõka küla";"0";
"7164";"Rõmeda küla";"95";
"7167";"Rõngu alevik";"100";
"7175";"Rõstla küla";"47";
"7176";"Rõue küla";"85";
"7178";"Rõude küla";"97";
"7183";"Rõuma küla";"54";
"4143";"Laukna küla";"95";
"4148";"Laulasmaa küla";"92";
"4149";"Laulepa küla";"0";
"4153";"Laupa küla";"64";
"4157";"Lauri küla";"0";
"4163";"Lautna küla";"65";
"4165";"Lavassaare alev";"99";
"4166";"Lavi küla";"0";
"4170";"Lebavere küla";"0";
"4173";"Leebiku küla";"100";
"4175";"Leedi küla";"5";
"4178";"Leediküla";"8";
"4183";"Leeli küla";"25";
"4184";"Leerimetsa küla";"0";
"7186";"Rõusa küla";"73";
"7189";"Rõõmu küla";"100";
"7191";"Rõõsa küla";"100";
"7195";"Räbi küla";"6";
"7198";"Rägavere küla";"13";
"7199";"Rägavere küla";"69";
"7799";"Sundimetsa küla";"100";
"7804";"Supsi küla";"0";
"7807";"Surju küla";"82";
"7809";"Suru küla";"0";
"7812";"Surva küla";"67";
"7815";"Sutlema küla";"0";
"7817";"Sutlepa küla / Sutlep";"0";
"7822";"Sutu küla";"7";
"7825";"Suuga küla";"80";
"7826";"Suur-Pahila küla";"96";
"7827";"Suur-Rahula küla";"68";
"7828";"Suure-Kambja küla";"0";
"4185";"Leemeti küla";"0";
"4189";"Leeskopa küla";"0";
"4190";"Leetva küla";"0";
"4193";"Leevaku küla";"91";
"4198";"Leevijõe küla";"98";
"7829";"Suur-Nõmmküla / Klottorp";"0";
"7831";"Suure-Rakke küla";"89";
"7832";"Suure-Lähtru küla";"0";
"7833";"Suure-Rakke küla";"100";
"7834";"Suure-Rootsi küla";"68";
"7835";"Suure-Veerksu küla";"0";
"7836";"Suure-Jaani linn";"100";
"7838";"Suurejõe küla";"100";
"7840";"Suurekivi küla";"0";
"7845";"Suuremõisa küla";"0";
"7846";"Suuremõisa küla";"94";
"7847";"Suuremõisa küla";"0";
"7852";"Suuresta küla";"53";
"7853";"Suurküla";"0";
"7856";"Suurküla";"0";
"2702";"Kapu küla";"0";
"2710";"Kardla küla";"80";
"2712";"Kareda küla";"74";
"2713";"Kareda küla";"0";
"2717";"Kargaja küla";"0";
"2741";"Karitsa küla";"84";
"2742";"Karitsa küla";"5";
"2744";"Karivärava küla";"100";
"2747";"Karja küla";"0";
"2749";"Karjaküla alevik";"100";
"2752";"Karjamaa küla";"0";
"2754";"Karjasoo küla";"0";
"7858";"Suurmetsa küla";"61";
"7863";"Suurpalu küla";"85";
"7864";"Suuresadama küla";"0";
"7868";"Suursoo küla";"4";
"7871";"Suurupi küla";"84";
"7875";"Sviby küla";"0";
"7880";"Sõgula küla";"30";
"7882";"Sõitme küla";"11";
"7889";"Sõmeru küla";"67";
"7890";"Sõmeru küla";"0";
"7891";"Sõmeru küla";"84";
"7892";"Sõmeru alevik";"0";
"7894";"Sõmeru küla";"77";
"7895";"Sõrandu küla";"0";
"2759";"Karksi küla";"98";
"2760";"Karkuse küla";"100";
"2761";"Karksi-Nuia linn";"98";
"2762";"Karkuse küla";"0";
"2763";"Karla küla";"0";
"2764";"Karla küla";"95";
"2767";"Karoli küla";"0";
"2772";"Karu küla";"0";
"2776";"Karula küla";"92";
"2777";"Karuba küla";"100";
"2781";"Karunga küla";"80";
"3001";"Kibuna küla";"88";
"3004";"Kidaste küla";"80";
"3006";"Kidise küla";"0";
"1179";"Alastvere küla";"89";
"1181";"Alatskivi alevik";"100";
"1182";"Alavere küla";"0";
"4963";"Moe küla";"83";
"4966";"Moka küla";"100";
"4967";"Moka küla";"100";
"4972";"Moku küla";"55";
"4975";"Moldova küla";"0";
"4978";"Moora küla";"98";
"4981";"Moori küla";"58";
"4983";"Mooritsa küla";"100";
"4984";"Moosi küla";"0";
"4986";"Mooste alevik";"100";
"4989";"Morna küla";"69";
"3014";"Kihlepa küla";"81";
"3017";"Kihlevere küla";"2";
"3019";"Kihme küla";"92";
"3022";"Kihmla küla";"19";
"3025";"Kiia küla";"94";
"3027";"Kiideva küla";"0";
"3030";"Kiidjärve küla";"83";
"3032";"Kiigevere küla";"0";
"3035";"Kiikla küla";"98";
"3037";"Kiilaspere küla";"0";
"3039";"Kiili alev";"95";
"3042";"Kiini küla";"0";
"3047";"Kiisa küla";"0";
"3048";"Kiisa alevik";"86";
"1184";"Alavere küla";"96";
"1185";"Alavere küla";"4";
"1188";"Albu küla";"90";
"1191";"Alekere küla";"21";
"1193";"Alekvere küla";"10";
"1196";"Aljava küla";"0";
"1199";"Allaste küla";"0";
"4993";"Muda küla";"6";
"4995";"Mudaste küla";"0";
"4998";"Mudiste küla";"79";
"5601";"Odulemma küla";"0";
"5608";"Oela küla";"100";
"5609";"Oeti küla";"100";
"5610";"Oese küla";"85";
"5611";"Oese küla";"100";
"5612";"Oessaare küla";"100";
"5613";"Ogandi küla";"100";
"5615";"Ohakvere küla";"0";
"5618";"Ohekatku küla";"29";
"5620";"Ohepalu küla";"0";
"5626";"Ohtla küla";"89";
"5628";"Ohtu küla";"18";
"5631";"Ohukotsu küla";"100";
"5634";"Ohulepa küla";"0";
"8009";"Tabasalu alevik";"62";
"8016";"Tabivere alevik";"96";
"3049";"Kiisamaa küla";"0";
"3050";"Kiisa küla";"96";
"3051";"Kiisli küla";"0";
"3052";"Kiissa küla";"0";
"3056";"Kiiu alevik";"95";
"5638";"Oidrema küla";"98";
"5639";"Oina küla";"0";
"5640";"Oissaare küla";"0";
"5641";"Oisu alevik";"100";
"5644";"Oitme küla";"0";
"5647";"Oiu küla";"42";
"5648";"Ojaküla";"21";
"5652";"Ojamaa küla";"0";
"5653";"Ojapere küla";"0";
"5655";"Ojaäärse küla";"0";
"5656";"Ojasoo küla";"90";
"5661";"Olju küla";"0";
"5666";"Ollepa küla";"82";
"5669";"Olustvere alevik";"100";
"5673";"Omedu küla";"86";
"8019";"Tabria küla";"0";
"8022";"Tade küla";"72";
"8025";"Taebla alevik";"100";
"8028";"Taevaskoja küla";"92";
"8030";"Taevere küla";"0";
"8033";"Tagadi küla";"7";
"8035";"Tagajõe küla";"0";
"8045";"Tagametsa küla";"68";
"8048";"Tagamõisa küla";"80";
"8050";"Taganurga küla";"32";
"8055";"Tagassaare küla";"32";
"8058";"Tagavere küla";"0";
"8059";"Tagavere küla";"99";
"5677";"Ongassaare küla";"0";
"5680";"Ontika küla";"0";
"5684";"Ookatku küla";"76";
"5687";"Oola küla";"58";
"5690";"Oomiste küla";"41";
"5693";"Oonga küla";"100";
"5695";"Oonurme küla";"0";
"5698";"Oore küla";"74";
"8061";"Taguküla";"0";
"8066";"Tagumaa küla";"15";
"8067";"Tahkuna küla";"0";
"8072";"Tahkuranna küla";"48";
"8074";"Tahu küla / Skåtanäs";"0";
"8076";"Tahula küla";"82";
"8080";"Taikse küla";"89";
"8084";"Talila küla";"50";
"8085";"Talvikese küla";"61";
"8088";"Tamba küla";"91";
"3754";"Kõldu küla";"0";
"3087";"Killinge küla";"0";
"3752";"Kõlbi küla";"64";
"3755";"Kõliküla";"29";
"3796";"Kõrgessaare küla";"80";
"3818";"Kõrve küla";"100";
"3838";"Kõvera küla";"0";
"3845";"Kõõru küla";"17";
"3863";"Kähri küla";"73";
"3866";"Kähu küla";"59";
"3921";"Kärnamäe küla";"0";
"3944";"Kääpa küla";"72";
"3951";"Käärikmäe küla";"83";
"3954";"Kääriku küla";"71";
"3956";"Käätso küla";"71";
"3965";"Kühmamäe küla";"100";
"3981";"Külaoru küla";"58";
"3988";"Küllätüvä küla";"16";
"3990";"Külma küla";"0";
"4104";"Lanksaare küla";"63";
"4111";"Laossaarõ küla";"0";
"4114";"Laossina küla";"96";
"4118";"Lapi küla";"100";
"4130";"Lasva küla";"94";
"4136";"Lauga küla";"0";
"4146";"Lauküla";"85";
"4156";"Lauri küla";"28";
"4158";"Lauri küla";"0";
